OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
258744;1;"{""coordinates"": [-0.33190903629960816, 39.46383412662529], ""type"": ""Point""}";39.46383412662529, -0.33190903629960816
258747;3;"{""coordinates"": [-0.35044587380253656, 39.46433252148067], ""type"": ""Point""}";39.46433252148067, -0.35044587380253656
258750;1;"{""coordinates"": [-0.3441849496873325, 39.46348278304491], ""type"": ""Point""}";39.46348278304491, -0.3441849496873325
258754;1;"{""coordinates"": [-0.339887323255681, 39.4632470083555], ""type"": ""Point""}";39.4632470083555, -0.339887323255681
258770;1;"{""coordinates"": [-0.3628463040201349, 39.47401323711325], ""type"": ""Point""}";39.47401323711325, -0.3628463040201349
258771;2;"{""coordinates"": [-0.36345479065200914, 39.47418640044466], ""type"": ""Point""}";39.47418640044466, -0.36345479065200914
258772;1;"{""coordinates"": [-0.3637264239369697, 39.474136177108], ""type"": ""Point""}";39.474136177108, -0.3637264239369697
258774;1;"{""coordinates"": [-0.3661517213809064, 39.47618875117626], ""type"": ""Point""}";39.47618875117626, -0.3661517213809064
258775;1;"{""coordinates"": [-0.3657435186621699, 39.475683042788944], ""type"": ""Point""}";39.475683042788944, -0.3657435186621699
258776;1;"{""coordinates"": [-0.36401295977000897, 39.47522322555703], ""type"": ""Point""}";39.47522322555703, -0.36401295977000897
258777;2;"{""coordinates"": [-0.3621172133566998, 39.47514285723156], ""type"": ""Point""}";39.47514285723156, -0.3621172133566998
258779;4;"{""coordinates"": [-0.36081393787022514, 39.475205956802874], ""type"": ""Point""}";39.475205956802874, -0.36081393787022514
256344;1;"{""coordinates"": [-0.3575159073550533, 39.46726805427298], ""type"": ""Point""}";39.46726805427298, -0.3575159073550533
256348;2;"{""coordinates"": [-0.324559304827304, 39.380363802355845], ""type"": ""Point""}";39.380363802355845, -0.324559304827304
256349;1;"{""coordinates"": [-0.3275454298577309, 39.3875892059494], ""type"": ""Point""}";39.3875892059494, -0.3275454298577309
256350;2;"{""coordinates"": [-0.32774759953646787, 39.38765732871961], ""type"": ""Point""}";39.38765732871961, -0.32774759953646787
256352;1;"{""coordinates"": [-0.3432907192902238, 39.46190545005491], ""type"": ""Point""}";39.46190545005491, -0.3432907192902238
256353;1;"{""coordinates"": [-0.33464526386905813, 39.46326584255231], ""type"": ""Point""}";39.46326584255231, -0.33464526386905813
256367;1;"{""coordinates"": [-0.3321664447673338, 39.46379158705253], ""type"": ""Point""}";39.46379158705253, -0.3321664447673338
256371;1;"{""coordinates"": [-0.35277084359709904, 39.47814852558985], ""type"": ""Point""}";39.47814852558985, -0.35277084359709904
256373;1;"{""coordinates"": [-0.3540454985375971, 39.464131801883916], ""type"": ""Point""}";39.464131801883916, -0.3540454985375971
256376;1;"{""coordinates"": [-0.3701413530835038, 39.4683068920185], ""type"": ""Point""}";39.4683068920185, -0.3701413530835038
256380;1;"{""coordinates"": [-0.3885248823332642, 39.48373797997084], ""type"": ""Point""}";39.48373797997084, -0.3885248823332642
256381;1;"{""coordinates"": [-0.3871747758404371, 39.48406713519943], ""type"": ""Point""}";39.48406713519943, -0.3871747758404371
256382;1;"{""coordinates"": [-0.3282109581096005, 39.47131620346868], ""type"": ""Point""}";39.47131620346868, -0.3282109581096005
256388;5;"{""coordinates"": [-0.3382445976291073, 39.45908239446334], ""type"": ""Point""}";39.45908239446334, -0.3382445976291073
256393;1;"{""coordinates"": [-0.31774370791923573, 39.31112725843505], ""type"": ""Point""}";39.31112725843505, -0.31774370791923573
256397;1;"{""coordinates"": [-0.4041514196496486, 39.452921373286394], ""type"": ""Point""}";39.452921373286394, -0.4041514196496486
256398;1;"{""coordinates"": [-0.3960087063418541, 39.47224061193745], ""type"": ""Point""}";39.47224061193745, -0.3960087063418541
256404;1;"{""coordinates"": [-0.34986828352176447, 39.47340335467329], ""type"": ""Point""}";39.47340335467329, -0.34986828352176447
256408;1;"{""coordinates"": [-0.35863851813989844, 39.488913011631546], ""type"": ""Point""}";39.488913011631546, -0.35863851813989844
256410;1;"{""coordinates"": [-0.3871523032203319, 39.45989674911678], ""type"": ""Point""}";39.45989674911678, -0.3871523032203319
256420;1;"{""coordinates"": [-0.37854531900628585, 39.45409760649751], ""type"": ""Point""}";39.45409760649751, -0.37854531900628585
256423;1;"{""coordinates"": [-0.39084886436233807, 39.485541396769285], ""type"": ""Point""}";39.485541396769285, -0.39084886436233807
256426;1;"{""coordinates"": [-0.3320484367033919, 39.472155680150806], ""type"": ""Point""}";39.472155680150806, -0.3320484367033919
256427;1;"{""coordinates"": [-0.332306692801171, 39.47918723740676], ""type"": ""Point""}";39.47918723740676, -0.332306692801171
256428;1;"{""coordinates"": [-0.3260173369231206, 39.469023304652524], ""type"": ""Point""}";39.469023304652524, -0.3260173369231206
256429;1;"{""coordinates"": [-0.32601762882128416, 39.46895074606477], ""type"": ""Point""}";39.46895074606477, -0.32601762882128416
256433;1;"{""coordinates"": [-0.40483324531179293, 39.480881023642986], ""type"": ""Point""}";39.480881023642986, -0.40483324531179293
256434;1;"{""coordinates"": [-0.3876636594665072, 39.4394167226646], ""type"": ""Point""}";39.4394167226646, -0.3876636594665072
256437;1;"{""coordinates"": [-0.4075377707610527, 39.4592128428585], ""type"": ""Point""}";39.4592128428585, -0.4075377707610527
256443;1;"{""coordinates"": [-0.35312407884600533, 39.469999283990326], ""type"": ""Point""}";39.469999283990326, -0.35312407884600533
256448;1;"{""coordinates"": [-0.3572307718355687, 39.485121533617985], ""type"": ""Point""}";39.485121533617985, -0.3572307718355687
256452;1;"{""coordinates"": [-0.39898124620329767, 39.484227568896145], ""type"": ""Point""}";39.484227568896145, -0.39898124620329767
256458;1;"{""coordinates"": [-0.4033031385168276, 39.47805332310729], ""type"": ""Point""}";39.47805332310729, -0.4033031385168276
256460;1;"{""coordinates"": [-0.38691245340228664, 39.466005427107646], ""type"": ""Point""}";39.466005427107646, -0.38691245340228664
256461;1;"{""coordinates"": [-0.32880137391335934, 39.464743527804224], ""type"": ""Point""}";39.464743527804224, -0.32880137391335934
256462;1;"{""coordinates"": [-0.3831771088231162, 39.49542318709072], ""type"": ""Point""}";39.49542318709072, -0.3831771088231162
256464;1;"{""coordinates"": [-0.3828412495588248, 39.49334777498279], ""type"": ""Point""}";39.49334777498279, -0.3828412495588248
256465;1;"{""coordinates"": [-0.3833046537033533, 39.49304097670828], ""type"": ""Point""}";39.49304097670828, -0.3833046537033533
256468;1;"{""coordinates"": [-0.2974326228089168, 39.30777130017423], ""type"": ""Point""}";39.30777130017423, -0.2974326228089168
256475;1;"{""coordinates"": [-0.3830151970373715, 39.496771126939166], ""type"": ""Point""}";39.496771126939166, -0.3830151970373715
256483;1;"{""coordinates"": [-0.38997476348738774, 39.467311360845265], ""type"": ""Point""}";39.467311360845265, -0.38997476348738774
256487;1;"{""coordinates"": [-0.32784297782699556, 39.47379058343183], ""type"": ""Point""}";39.47379058343183, -0.32784297782699556
256490;1;"{""coordinates"": [-0.3936111493031528, 39.474288639063715], ""type"": ""Point""}";39.474288639063715, -0.3936111493031528
256491;1;"{""coordinates"": [-0.3568344512815258, 39.48431672203697], ""type"": ""Point""}";39.48431672203697, -0.3568344512815258
256496;1;"{""coordinates"": [-0.33467407096640717, 39.449305625401884], ""type"": ""Point""}";39.449305625401884, -0.33467407096640717
256502;1;"{""coordinates"": [-0.3909519409995966, 39.46568964332555], ""type"": ""Point""}";39.46568964332555, -0.3909519409995966
256508;1;"{""coordinates"": [-0.3664859005979965, 39.47133479137093], ""type"": ""Point""}";39.47133479137093, -0.3664859005979965
256509;1;"{""coordinates"": [-0.3953735755728631, 39.46046502867042], ""type"": ""Point""}";39.46046502867042, -0.3953735755728631
256511;1;"{""coordinates"": [-0.3570998408028087, 39.458179905135715], ""type"": ""Point""}";39.458179905135715, -0.3570998408028087
256514;1;"{""coordinates"": [-0.3988771351231322, 39.45404927107166], ""type"": ""Point""}";39.45404927107166, -0.3988771351231322
256519;1;"{""coordinates"": [-0.354808726604059, 39.462586820544445], ""type"": ""Point""}";39.462586820544445, -0.354808726604059
256524;1;"{""coordinates"": [-0.35775484053269857, 39.48998935712432], ""type"": ""Point""}";39.48998935712432, -0.35775484053269857
256526;1;"{""coordinates"": [-0.3917194860837252, 39.456328581174134], ""type"": ""Point""}";39.456328581174134, -0.3917194860837252
256527;1;"{""coordinates"": [-0.37860610666027394, 39.494713869768596], ""type"": ""Point""}";39.494713869768596, -0.37860610666027394
256533;1;"{""coordinates"": [-0.3879247969682448, 39.45465321867231], ""type"": ""Point""}";39.45465321867231, -0.3879247969682448
256535;1;"{""coordinates"": [-0.3978202431442813, 39.45423379841197], ""type"": ""Point""}";39.45423379841197, -0.3978202431442813
256540;1;"{""coordinates"": [-0.39302713516817483, 39.451085415023215], ""type"": ""Point""}";39.451085415023215, -0.39302713516817483
256541;1;"{""coordinates"": [-0.39313110569121207, 39.45058800841659], ""type"": ""Point""}";39.45058800841659, -0.39313110569121207
256543;1;"{""coordinates"": [-0.40313221794092197, 39.47962666042356], ""type"": ""Point""}";39.47962666042356, -0.40313221794092197
256545;1;"{""coordinates"": [-0.3601427617517088, 39.45305442231868], ""type"": ""Point""}";39.45305442231868, -0.3601427617517088
256546;1;"{""coordinates"": [-0.3707570681496099, 39.48067022747688], ""type"": ""Point""}";39.48067022747688, -0.3707570681496099
256553;1;"{""coordinates"": [-0.3908296558575462, 39.45075766850691], ""type"": ""Point""}";39.45075766850691, -0.3908296558575462
256555;1;"{""coordinates"": [-0.3897646641330479, 39.45142692287996], ""type"": ""Point""}";39.45142692287996, -0.3897646641330479
256564;1;"{""coordinates"": [-0.419088130989041, 39.50277769043089], ""type"": ""Point""}";39.50277769043089, -0.419088130989041
256568;1;"{""coordinates"": [-0.3842965656957811, 39.45792740678751], ""type"": ""Point""}";39.45792740678751, -0.3842965656957811
256572;1;"{""coordinates"": [-0.36620393971992, 39.458192973151405], ""type"": ""Point""}";39.458192973151405, -0.36620393971992
256577;1;"{""coordinates"": [-0.36262114246770766, 39.4323644944525], ""type"": ""Point""}";39.4323644944525, -0.36262114246770766
256578;1;"{""coordinates"": [-0.36696888661928906, 39.460017065451986], ""type"": ""Point""}";39.460017065451986, -0.36696888661928906
256586;1;"{""coordinates"": [-0.38564006060821693, 39.45860749665195], ""type"": ""Point""}";39.45860749665195, -0.38564006060821693
256589;1;"{""coordinates"": [-0.3359351615762567, 39.41993693062965], ""type"": ""Point""}";39.41993693062965, -0.3359351615762567
256593;1;"{""coordinates"": [-0.3909243831323942, 39.51562245419884], ""type"": ""Point""}";39.51562245419884, -0.3909243831323942
256596;1;"{""coordinates"": [-0.38307795350015883, 39.48438426756549], ""type"": ""Point""}";39.48438426756549, -0.38307795350015883
256600;1;"{""coordinates"": [-0.32858387614843965, 39.471810041024426], ""type"": ""Point""}";39.471810041024426, -0.32858387614843965
256601;1;"{""coordinates"": [-0.3288316403774763, 39.47034150294216], ""type"": ""Point""}";39.47034150294216, -0.3288316403774763
256604;1;"{""coordinates"": [-0.35447570370149184, 39.47454902895554], ""type"": ""Point""}";39.47454902895554, -0.35447570370149184
256607;1;"{""coordinates"": [-0.35421701809736295, 39.47285389750875], ""type"": ""Point""}";39.47285389750875, -0.35421701809736295
256612;1;"{""coordinates"": [-0.3701514416926184, 39.472537917609564], ""type"": ""Point""}";39.472537917609564, -0.3701514416926184
256614;1;"{""coordinates"": [-0.373937717818793, 39.47529859254224], ""type"": ""Point""}";39.47529859254224, -0.373937717818793
256620;1;"{""coordinates"": [-0.3935130659736046, 39.428009671114296], ""type"": ""Point""}";39.428009671114296, -0.3935130659736046
256623;1;"{""coordinates"": [-0.3561405570438132, 39.47269694285481], ""type"": ""Point""}";39.47269694285481, -0.3561405570438132
256626;1;"{""coordinates"": [-0.3807992823495224, 39.49137542583832], ""type"": ""Point""}";39.49137542583832, -0.3807992823495224
256627;1;"{""coordinates"": [-0.3648099200833905, 39.467292043518235], ""type"": ""Point""}";39.467292043518235, -0.3648099200833905
256629;1;"{""coordinates"": [-0.3760611296856232, 39.432668450923636], ""type"": ""Point""}";39.432668450923636, -0.3760611296856232
256630;1;"{""coordinates"": [-0.39183443001216733, 39.432286276936836], ""type"": ""Point""}";39.432286276936836, -0.39183443001216733
256634;1;"{""coordinates"": [-0.39417816375224696, 39.49100314198425], ""type"": ""Point""}";39.49100314198425, -0.39417816375224696
256637;1;"{""coordinates"": [-0.4035101276756767, 39.450271408146264], ""type"": ""Point""}";39.450271408146264, -0.4035101276756767
256638;1;"{""coordinates"": [-0.3579171155052732, 39.46516884347529], ""type"": ""Point""}";39.46516884347529, -0.3579171155052732
256640;1;"{""coordinates"": [-0.3876665721268588, 39.4836599410149], ""type"": ""Point""}";39.4836599410149, -0.3876665721268588
256641;1;"{""coordinates"": [-0.3725894627054753, 39.457834581865825], ""type"": ""Point""}";39.457834581865825, -0.3725894627054753
256649;1;"{""coordinates"": [-0.3452765135731411, 39.460913622650956], ""type"": ""Point""}";39.460913622650956, -0.3452765135731411
256652;1;"{""coordinates"": [-0.32986570128807174, 39.47628222708773], ""type"": ""Point""}";39.47628222708773, -0.32986570128807174
256653;1;"{""coordinates"": [-0.3933011150494685, 39.45498610047132], ""type"": ""Point""}";39.45498610047132, -0.3933011150494685
256654;1;"{""coordinates"": [-0.4177396881707553, 39.497455950074134], ""type"": ""Point""}";39.497455950074134, -0.4177396881707553
256656;1;"{""coordinates"": [-0.3731773571171219, 39.45412808814921], ""type"": ""Point""}";39.45412808814921, -0.3731773571171219
256665;1;"{""coordinates"": [-0.3873942497995951, 39.48982505750325], ""type"": ""Point""}";39.48982505750325, -0.3873942497995951
256667;1;"{""coordinates"": [-0.3550382053949502, 39.46926194964749], ""type"": ""Point""}";39.46926194964749, -0.3550382053949502
256668;1;"{""coordinates"": [-0.36493301560250574, 39.42906989330814], ""type"": ""Point""}";39.42906989330814, -0.36493301560250574
256676;1;"{""coordinates"": [-0.37854418523899763, 39.48390336390993], ""type"": ""Point""}";39.48390336390993, -0.37854418523899763
256679;1;"{""coordinates"": [-0.3358748904196478, 39.45791082149496], ""type"": ""Point""}";39.45791082149496, -0.3358748904196478
256680;1;"{""coordinates"": [-0.3395022486490015, 39.45777930083964], ""type"": ""Point""}";39.45777930083964, -0.3395022486490015
256684;1;"{""coordinates"": [-0.283556792276176, 39.290658342082274], ""type"": ""Point""}";39.290658342082274, -0.283556792276176
256686;1;"{""coordinates"": [-0.3837154752087697, 39.43984078683568], ""type"": ""Point""}";39.43984078683568, -0.3837154752087697
256688;1;"{""coordinates"": [-0.37519205229429037, 39.483547329997265], ""type"": ""Point""}";39.483547329997265, -0.37519205229429037
256694;1;"{""coordinates"": [-0.37124819757998917, 39.48425601187775], ""type"": ""Point""}";39.48425601187775, -0.37124819757998917
256695;1;"{""coordinates"": [-0.35475192424261254, 39.48588175420757], ""type"": ""Point""}";39.48588175420757, -0.35475192424261254
256696;1;"{""coordinates"": [-0.3552994447741609, 39.485193354613266], ""type"": ""Point""}";39.485193354613266, -0.3552994447741609
256697;1;"{""coordinates"": [-0.35409995759709084, 39.48502990755676], ""type"": ""Point""}";39.48502990755676, -0.35409995759709084
256698;1;"{""coordinates"": [-0.3548476355975629, 39.48443172271715], ""type"": ""Point""}";39.48443172271715, -0.3548476355975629
256701;1;"{""coordinates"": [-0.3906851457273285, 39.43280793488221], ""type"": ""Point""}";39.43280793488221, -0.3906851457273285
256702;1;"{""coordinates"": [-0.3911195290292303, 39.43290152133834], ""type"": ""Point""}";39.43290152133834, -0.3911195290292303
256704;1;"{""coordinates"": [-0.39350943203190086, 39.42725867299363], ""type"": ""Point""}";39.42725867299363, -0.39350943203190086
256710;1;"{""coordinates"": [-0.35989761283077737, 39.45907558228996], ""type"": ""Point""}";39.45907558228996, -0.35989761283077737
256713;1;"{""coordinates"": [-0.33308980826029433, 39.47344512183548], ""type"": ""Point""}";39.47344512183548, -0.33308980826029433
256714;1;"{""coordinates"": [-0.3333924219842228, 39.47295806348879], ""type"": ""Point""}";39.47295806348879, -0.3333924219842228
256718;1;"{""coordinates"": [-0.3479452855113954, 39.47585710671408], ""type"": ""Point""}";39.47585710671408, -0.3479452855113954
256720;1;"{""coordinates"": [-0.3297880531699444, 39.47292319676497], ""type"": ""Point""}";39.47292319676497, -0.3297880531699444
256722;1;"{""coordinates"": [-0.33218398168026, 39.4712356400568], ""type"": ""Point""}";39.4712356400568, -0.33218398168026
256723;1;"{""coordinates"": [-0.3470563630397096, 39.476597163536276], ""type"": ""Point""}";39.476597163536276, -0.3470563630397096
256724;1;"{""coordinates"": [-0.37069054887672737, 39.44733827247159], ""type"": ""Point""}";39.44733827247159, -0.37069054887672737
256728;1;"{""coordinates"": [-0.3441923046002027, 39.47976996127442], ""type"": ""Point""}";39.47976996127442, -0.3441923046002027
256737;1;"{""coordinates"": [-0.3315074222666373, 39.46770693355608], ""type"": ""Point""}";39.46770693355608, -0.3315074222666373
256738;1;"{""coordinates"": [-0.39498719459744625, 39.499318425358524], ""type"": ""Point""}";39.499318425358524, -0.39498719459744625
256742;1;"{""coordinates"": [-0.2859458767470081, 39.29432658723305], ""type"": ""Point""}";39.29432658723305, -0.2859458767470081
